id,date,month,year,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
14224,12/6/2010,12,2010,North,Email,Storage,Premium,15.00,3.75,0.29,187,0,0.08,1.44,1.00,60,3607.91,137.43
14225,7/26/2011,7,2011,North,Affiliate,General,Premium,10.08,0.42,0.25,98,1819,0.12,3.41,-1.37,7,364.18,154.11
14226,11/26/2010,11,2010,North,Social Media,General,Premium,30.00,3.75,0.27,389,6105,0.00,4.49,0.37,28,6010.57,121.13
14227,10/12/2010,10,2010,North,Influencer,Storage,Premium,8.50,4.25,0.15,285,13326,0.01,6.22,-0.37,0,14632.63,95.85
14228,5/10/2011,5,2011,North,Search,General,Premium,15.00,3.75,0.21,357,5293,0.14,3,-0.37,30,250.3,144.78
14229,8/26/2010,8,2010,North,Social Media,Storage,Premium,70.80,2.95,0.26,0,25493,0.14,1.73,-1.37,21,721.88,119.78
14230,12/5/2010,12,2010,North,Email,Storage,Premium,4.25,4.25,0.42,112,1355,0.04,2.14,1.00,30,637.88,90.29
14231,10/5/2011,10,2011,North,Search,Seasonal,Premium,10.08,0.42,0.53,361,10336,0.04,4.17,-0.37,7,2597.61,245.19
14232,6/12/2011,6,2011,North,TV,General,Premium,1.95,1.95,0.41,41,0,0.07,0,-1.00,21,325.5,65.44
14233,10/25/2011,10,2011,North,Affiliate,General,Premium,25.20,2.1,0.14,438,6233,0.09,2.77,-0.37,30,8826.7,158.70
14234,12/2/2009,12,2009,North,Affiliate,Seasonal,Premium,11.80,2.95,0.02,52,912,0.02,6.61,1.00,60,54.4,96.42
14235,2/21/2010,2,2010,North,Email,General,Premium,5.10,2.55,0.03,369,4573,0.04,5.08,1.37,7,803.97,100.65
14236,10/19/2011,10,2011,North,Social Media,General,Premium,15.00,3.75,0.27,473,10441,0.00,4.24,-0.37,28,631.8,105.62
14237,1/12/2010,1,2010,North,Affiliate,Storage,Premium,0.00,2.95,0.29,1490,20406,0.03,5.28,1.37,28,814.08,118.80
14238,8/28/2011,8,2011,North,Affiliate,General,Premium,0.00,124.14,0.13,149,2386,0.01,8.33,-1.37,28,3030.26,11.53
14239,9/16/2010,9,2010,North,TV,General,Premium,30.60,0.85,0.14,195,2780,0.16,4.11,-1.00,14,4802.24,139.62
14240,8/28/2011,8,2011,North,Affiliate,General,Premium,14.50,1.45,0.33,287,5238,0.05,2.18,-1.37,28,3303.22,110.47
14241,7/20/2010,7,2010,North,Email,Storage,Premium,16.50,1.65,0.07,234,1946,0.08,5.17,-1.37,7,390.3,84.91
14242,8/3/2011,8,2011,North,Search,General,Premium,12.50,6.25,0.51,160,5067,0.04,3.4,-1.37,30,1304.96,46.53
14243,6/9/2010,6,2010,North,Social Media,General,Premium,0.00,1.65,0.50,69,1029,0.06,5.4,-1.00,90,216.09,82.23
14244,2/1/2011,2,2011,North,TV,General,Premium,30.60,2.55,0.00,172,3648,0.12,3.26,1.37,30,6329.15,125.02
14245,12/6/2010,12,2010,North,Search,Lighting,Standard,1.95,1.95,0.45,42,2061,0.20,4.79,1.00,7,661.33,107.07
14246,7/23/2010,7,2010,North,Email,Storage,Premium,16.50,1.65,0.17,845,43572,0.03,7.38,-1.37,0,0,115.58
14247,10/24/2011,10,2011,North,Social Media,General,Premium,15.00,1.25,0.09,95,3437,0.01,4.49,-0.37,90,11917.32,134.19
14248,4/8/2011,4,2011,North,Search,General,Premium,10.08,0.42,0.11,246,7644,0.02,5.89,0.37,21,299.07,252.49
14249,3/29/2010,3,2010,North,Search,General,Premium,17.85,5.95,0.01,211,2962,0.01,2.63,1.00,7,345.37,115.99
14250,10/28/2011,10,2011,North,Search,Seasonal,Premium,6.96,0.29,0.44,347,11841,0.02,7.05,-0.37,28,6517.49,283.80
14251,9/16/2010,9,2010,North,Email,General,Premium,76.50,12.75,0.34,1314,23144,0.05,3.7,-1.00,0,87925.74,57.32
14252,11/6/2011,11,2011,North,TV,General,Standard,3.30,1.65,0.39,587,13374,0.14,0.16,0.37,21,1468.14,155.30
14253,9/22/2011,9,2011,North,Affiliate,General,Premium,0.83,0.83,0.48,179,3983,0.05,3.56,-1.00,21,407.43,118.96
14254,3/7/2010,3,2010,North,Search,Storage,Premium,26.55,2.95,0.09,1490,20037,0.00,2.1,1.00,7,1009.43,157.13
14255,6/15/2010,6,2010,North,Email,General,Premium,0.00,7.49,0.28,525,5422,0.00,6.5,-1.00,14,156.49,44.41
14256,7/20/2011,7,2011,North,Social Media,Storage,Premium,16.50,1.65,0.33,0,13276,0.17,1.49,-1.37,21,8694.14,166.78
14257,3/9/2010,3,2010,North,Social Media,Storage,Premium,23.60,2.95,0.05,1490,41401,0.07,4.88,1.00,90,1110.06,191.76
14258,3/20/2011,3,2011,North,Search,General,Premium,10.20,0.85,0.29,85,1362,0.03,1.46,1.00,30,422.28,155.20
14259,6/16/2010,6,2010,North,TV,Stationery,Budget,1.70,0.85,0.04,793,18324,0.03,3.34,-1.00,7,20.6,139.29
14260,2/3/2011,2,2011,North,Affiliate,General,Premium,7.50,1.25,0.36,641,32055,0.07,2.54,1.37,0,5766.79,161.68
14261,2/16/2011,2,2011,North,Email,Kitchen,Premium,1.25,1.25,0.10,0,17747,0.36,3.47,1.37,0,2305.48,220.29
14262,10/27/2011,10,2011,North,Social Media,Storage,Standard,1.10,0.55,0.05,345,8209,0.01,2.78,-0.37,28,179.3,225.93
14263,4/13/2010,4,2010,North,Email,Storage,Premium,5.00,1.25,0.10,568,10944,0.10,6.16,0.37,90,2849.99,181.15
14264,3/18/2010,3,2010,North,Affiliate,General,Premium,3.30,1.65,0.33,426,7328,0.02,5.73,1.00,0,5,107.81
14265,2/18/2011,2,2011,North,Email,General,Premium,12.60,2.1,0.19,249,7029,0.20,4.92,1.37,21,9848.77,181.03
14266,10/22/2010,10,2010,North,Affiliate,General,Premium,4.20,2.1,0.15,598,29983,0.04,3.75,-0.37,0,3574.57,112.08
14267,6/14/2011,6,2011,North,Social Media,Stationery,Premium,19.80,1.65,0.27,207,1555,0.08,1.98,-1.00,0,13462.82,135.70
14268,10/22/2010,10,2010,North,Social Media,Kitchen,Premium,17.70,2.95,0.02,402,4502,0.01,1.04,-0.37,60,3619.24,164.31
14269,10/17/2010,10,2010,North,Social Media,General,Premium,89.70,14.95,0.12,1,21,0.10,7.66,-0.37,90,840.97,86.86
14270,8/31/2010,8,2010,North,Social Media,Seasonal,Premium,3.40,0.85,0.23,320,12855,0.00,4.87,-1.37,14,3021.77,161.67
14271,4/26/2011,4,2011,North,TV,Lighting,Standard,30.00,1.25,0.10,441,7072,0.00,6.17,0.37,21,888.76,137.77
14272,09/23/2011,9,2011,North,Social Media,Lighting,Premium,0.84,103.72,0.42,14,274,0.06,1.29,-1.00,0,694.78,79.57
14273,10/19/2011,10,2011,North,Social Media,Stationery,Premium,0.00,0.83,0.35,235,5441,0.02,6.55,-0.37,7,1964.11,142.46
14274,1/31/2011,1,2011,North,Search,Seasonal,Premium,1.25,1.25,0.24,303,4777,0.03,0,1.37,0,319.45,133.92
14275,7/20/2011,7,2011,North,Affiliate,Storage,Standard,4.16,2.08,0.09,505,3365,0.03,1.83,-1.37,90,33.1,127.88
14276,1/7/2011,1,2011,North,Search,General,Premium,1169.37,4.95,0.00,640,16575,0.12,2.27,1.37,21,2857.86,204.66
14277,12/13/2010,12,2010,North,Email,General,Premium,22.50,3.75,0.03,357,5821,0.00,5.99,1.00,90,16079.96,131.17
14278,11/28/2011,11,2011,North,TV,Lighting,Premium,15.00,1.25,0.31,138,1295,0.00,0.58,0.37,14,3113.26,126.39
14279,1/17/2011,1,2011,North,TV,General,Premium,25.20,2.1,0.10,598,5324,0.06,4.37,1.37,21,0,133.78
14280,10/3/2010,10,2010,North,Search,Seasonal,Budget,17.70,2.95,0.29,896,19451,0.07,5.51,-0.37,60,17.7,118.06
14281,6/14/2011,6,2011,North,TV,Storage,Premium,3.30,1.65,0.21,469,15368,0.09,2.46,-1.00,7,1035.89,106.01
14282,3/10/2011,3,2011,North,Influencer,Lighting,Premium,19.90,9.95,0.39,226,9921,0.05,3.17,1.00,30,640.7,113.46
14283,8/24/2010,8,2010,North,Social Media,Storage,Premium,50.40,0.42,0.44,822,9277,0.02,4.97,-1.37,30,16912.28,250.13
14284,7/21/2011,7,2011,North,Search,General,Premium,25.92,0.72,0.29,89,4790,0.03,1.38,-1.37,60,73077.65,141.04
14285,3/10/2011,3,2011,North,Social Media,Storage,Premium,3.30,1.65,0.08,681,27967,0.04,3.09,1.00,30,3451.95,184.87
14286,3/22/2011,3,2011,North,Social Media,Storage,Premium,17.70,2.95,0.05,401,9050,0.07,7.34,1.00,21,23330.28,162.69
14287,12/7/2009,12,2009,North,Affiliate,General,Premium,20.00,1.25,0.19,54,820,0.11,3.25,1.00,14,782.41,134.90
14288,2/12/2010,2,2010,North,Search,General,Premium,5.95,5.95,0.03,327,10297,0.04,2.05,1.37,14,1153.92,123.82
14289,8/12/2011,8,2011,North,TV,General,Premium,65.00,65,0.12,17,423,0.00,0,-1.37,60,2766.15,10.75
14290,2/16/2011,2,2011,North,Social Media,Seasonal,Premium,15.90,7.95,0.57,516,9470,0.01,2,1.37,60,2312.16,96.48
14291,11/29/2011,11,2011,North,Email,General,Premium,14.85,4.95,0.00,573,14501,0.05,2.86,0.37,14,2462.74,119.02
14292,11/19/2010,11,2010,North,Affiliate,Storage,Premium,19.50,1.95,0.04,268,3382,0.26,2.82,0.37,90,2921.66,216.42
14293,12/11/2009,12,2009,North,Social Media,General,Premium,0.85,0.85,0.16,60,1162,0.01,2.01,1.00,0,1298.89,140.04
14294,12/15/2009,12,2009,North,Affiliate,Seasonal,Premium,2.50,1.25,0.18,51,684,0.00,8.22,1.00,7,209.19,83.26
14295,10/5/2011,10,2011,East,Email,General,Premium,30.00,1.25,0.09,434,5462,0.02,2.71,-0.37,60,11047.54,151.69
14296,11/9/2011,11,2011,North,Social Media,Storage,Standard,0.00,2.25,0.13,174,6524,0.04,4.14,0.37,30,0,131.94
14297,11/22/2010,11,2010,North,Social Media,Storage,Premium,11.80,2.95,0.21,439,6647,0.05,8.51,0.37,30,4194.34,134.13
14298,12/7/2011,12,2011,North,TV,Storage,Premium,244.80,2.55,0.18,439,7887,0.00,0.68,1.00,60,525714.04,168.43
14299,2/15/2011,2,2011,North,Email,General,Premium,1.65,1.65,0.45,257,5847,0.00,0.66,1.37,7,1464.77,126.91
14300,2/21/2011,2,2011,North,Search,General,Premium,8.85,2.95,0.43,89,1832,0.07,0,1.37,90,8026.04,113.77
14301,3/10/2011,3,2011,Central,Social Media,Stationery,Premium,5.04,0.42,0.00,115,2960,0.08,7.79,1.00,90,3694.49,217.55
14302,4/8/2011,4,2011,North,Search,Kitchen,Standard,14.95,173.71,0.05,91,1808,0.02,2.69,0.37,60,271,106.11
14303,4/27/2010,4,2010,North,Email,General,Premium,35.40,2.95,0.23,631,15548,0.14,1.94,0.37,21,4534.67,185.50
14304,3/1/2010,3,2010,East,Affiliate,Stationery,Premium,84.00,28,0.08,405,10345,0.03,3.33,1.00,28,1965.44,104.38
14305,11/21/2011,11,2011,North,Email,General,Premium,7.50,113.00,0.01,362,5168,0.09,5.5,0.37,30,1725.19,89.30
14306,4/4/2011,4,2011,North,Social Media,Storage,Premium,10.40,2.08,0.60,386,6449,0.05,5.33,0.37,28,2363.62,125.66
14307,10/25/2011,10,2011,East,Social Media,General,Budget,9.36,0.39,0.60,250,6659,0.08,6.72,-0.37,21,150.56,220.94
14308,3/5/2010,3,2010,North,Search,Storage,Premium,16.50,1.65,0.55,664,13331,0.02,2.76,1.00,7,7017.29,152.81
14309,10/19/2010,10,2010,North,TV,Stationery,Standard,5.90,2.95,0.00,701,10136,0.03,4.55,-0.37,7,84.25,84.65
14310,7/6/2011,7,2011,North,Search,General,Standard,17.00,8.5,0.17,260,3559,0.05,5.41,-1.37,7,810.71,40.32
14311,8/22/2010,8,2010,North,Influencer,Stationery,Premium,3.75,1.25,0.33,65,1952,0.02,3.77,-1.37,7,4815.32,79.11
14312,10/21/2010,10,2010,North,Social Media,Stationery,Premium,5.04,0.42,0.02,244,5757,0.05,1.07,-0.37,7,4692.67,275.07
14313,4/22/2010,4,2010,North,Affiliate,General,Premium,19.80,1.65,0.51,587,24360,0.01,7.21,0.37,60,774.22,104.97
14314,3/27/2011,3,2011,North,Affiliate,Seasonal,Premium,1.70,0.85,0.03,262,0,0.01,0,1.00,21,1616.56,136.73
14315,8/25/2011,8,2011,North,Social Media,General,Standard,10.20,0.85,0.05,102,2324,0.07,7.26,-1.37,28,359.38,128.61
14316,9/21/2010,9,2010,North,Affiliate,Storage,Premium,19.50,1.95,0.45,546,7757,0.10,4.31,-1.00,0,820.79,98.70
14317,11/1/2011,11,2011,North,Social Media,Seasonal,Premium,102.00,2.55,0.60,896,69446,0.03,3.01,0.37,14,8679.95,163.51
14318,3/28/2010,3,2010,North,Email,General,Premium,7.80,0.65,0.19,141,2623,0.02,4.78,1.00,60,852.54,152.60
14319,5/3/2011,5,2011,North,Email,Kitchen,Premium,2.95,2.95,0.12,480,4569,0.04,4.51,-0.37,7,3731.4,95.80
14320,9/22/2011,9,2011,North,Email,Seasonal,Premium,74.00,1.85,0.07,392,10679,0.06,3.69,-1.00,7,5104.85,100.86
14321,12/18/2009,12,2009,North,Email,General,Premium,19.90,9.95,0.03,219,2753,0.17,4.58,1.00,90,6432.69,151.44
14322,6/6/2010,6,2010,North,TV,General,Premium,1.68,0.42,0.43,227,2447,0.13,1.2,-1.00,90,3814.85,213.64
14323,3/9/2010,3,2010,North,Email,Kitchen,Premium,10.00,1.25,0.05,98,1493,0.06,2.85,1.00,90,1604.57,153.25
14324,10/18/2011,10,2011,North,Email,Storage,Premium,3.75,1.25,0.54,446,7966,0.01,2.32,-0.37,21,4443.65,126.21
14325,12/2/2011,12,2011,North,Influencer,Stationery,Premium,15.00,1.25,0.08,284,3152,0.09,3.53,1.00,90,4648.32,228.04
14326,7/22/2010,7,2010,North,Search,Lighting,Premium,19.80,4.95,0.00,142,1278,0.07,4.98,-1.37,7,4226.85,71.20
14327,2/25/2010,2,2010,North,TV,General,Budget,1122.56,1.65,0.19,161,4896,0.03,5.04,1.37,28,12.95,133.97
14328,5/18/2011,5,2011,North,Influencer,Lighting,Premium,12.48,2.08,0.53,450,11828,0.08,2.8,-0.37,7,1966.04,146.19
14329,4/26/2010,4,2010,North,Affiliate,General,Premium,24.75,4.95,0.29,10,80,0.02,2.23,0.37,21,1584.07,87.26
14330,3/29/2010,3,2010,North,Social Media,General,Premium,11.60,1.45,0.05,29,1128,0.03,1.56,1.00,21,5369.69,148.34
14331,10/21/2011,10,2011,North,Social Media,General,Premium,14.85,4.95,0.12,941,21714,0.01,5.14,-0.37,21,5831.73,113.34
14332,3/4/2010,3,2010,North,Social Media,General,Premium,12.50,1.25,0.51,71,996,0.04,4.91,1.00,60,445.97,120.09
14333,2/7/2011,2,2011,North,TV,Seasonal,Premium,5.80,1.45,0.03,60,869,0.06,7.91,1.37,28,3127.62,101.70
14334,10/15/2010,10,2010,North,Affiliate,Storage,Premium,5.90,2.95,0.27,326,4211,0.11,3.41,-0.37,21,1959.17,116.87
14335,6/1/2010,6,2010,North,Influencer,General,Standard,34.00,4.25,0.09,335,6177,0.17,3.86,-1.00,60,262.15,127.45
14336,10/11/2010,10,2010,North,Search,Stationery,Premium,30.60,2.55,0.19,444,13939,0.08,4.45,-0.37,60,3903.27,150.35
14337,6/1/2010,6,2010,North,Search,General,Premium,5.00,1.25,0.04,303,19576,0.04,8.55,-1.00,30,2147.53,137.45
14338,9/2/2010,9,2010,North,Affiliate,Seasonal,Standard,50.85,16.95,0.09,110,776,0.04,4.56,-1.00,14,770.65,42.09
14339,4/6/2010,4,2010,North,Affiliate,General,Premium,15.30,2.55,0.04,0,1130,0.05,8.97,0.37,90,216.6,120.96
14340,11/8/2010,11,2010,North,Social Media,General,Premium,17.70,2.95,0.58,288,3876,0.02,6.89,0.37,28,610.45,102.56
14341,3/23/2011,3,2011,North,Social Media,Storage,Premium,12.60,2.1,0.36,202,4204,0.01,7.82,1.00,90,3887.8,112.87
14342,3/31/2010,3,2010,North,Affiliate,General,Premium,0.00,12.75,0.02,1314,33849,0.11,5.07,1.00,14,71.55,106.42
14343,11/13/2011,11,2011,North,Affiliate,Storage,Premium,16.64,2.08,0.03,391,12192,0.07,6.03,0.37,0,8971.94,148.53
14344,11/28/2011,11,2011,North,Search,Storage,Budget,2.08,2.08,0.23,387,6280,0.03,5.22,0.37,14,271.08,122.77
14345,3/23/2011,3,2011,North,Influencer,General,Premium,135.00,6.75,0.50,525,3883,0.03,4.21,1.00,30,109286.1,147.04
14346,8/24/2011,8,2011,North,Search,General,Premium,9.90,4.95,0.00,941,13858,0.04,5.34,-1.37,28,805.37,60.55
14347,11/18/2010,11,2010,North,Affiliate,Storage,Premium,5.85,1.95,0.32,504,9794,0.15,2.69,0.37,28,3843.54,171.56
14348,7/11/2011,7,2011,North,Influencer,General,Premium,0.58,0.29,0.12,319,5424,0.09,4.8,-1.37,28,26600.72,349.67
14349,7/29/2011,7,2011,North,TV,Storage,Premium,17.70,2.95,0.16,1490,16983,0.23,5.94,-1.37,30,9325.1,130.65
14350,3/22/2011,3,2011,North,Affiliate,General,Standard,3.75,3.75,0.23,360,6429,0.06,7.96,1.00,30,931.6,101.45
14351,11/11/2010,11,2010,North,Email,General,Premium,76.32,1.06,0.16,641,12412,0.09,2.38,0.37,7,1535.7,235.71
14352,10/25/2011,10,2011,North,Affiliate,Storage,Premium,41.60,2.08,0.51,505,10761,0.14,0.84,-0.37,60,3469.51,153.46
14353,5/10/2010,5,2010,North,Affiliate,General,Premium,2.52,0.42,0.18,138,3221,0.01,6.38,-0.37,14,1011.53,160.97
14354,10/19/2010,10,2010,North,Affiliate,General,Premium,29.75,5.95,0.32,682,4246,0.20,6.32,-0.37,60,1119.69,115.12
14355,8/16/2010,8,2010,North,Search,General,Standard,17.70,2.95,0.60,325,5684,0.05,2.46,-1.37,14,498.08,60.79
14356,10/1/2010,10,2010,North,Influencer,Lighting,Premium,16.25,3.25,0.02,19,176,0.03,5.2,1.37,30,3065.81,106.16
14357,10/23/2011,10,2011,North,Affiliate,Stationery,Premium,15.00,1.25,0.10,242,2849,0.01,6.36,-0.37,7,1010.3,99.91
14358,2/7/2011,2,2011,North,Email,Lighting,Premium,17.40,1.45,0.55,472,14290,0.19,2.44,1.37,14,6640.03,199.24
14359,5/18/2011,5,2011,North,TV,General,Premium,9.95,9.95,0.26,0,6380,0.03,3.46,-0.37,14,83872.35,68.58
14360,12/8/2009,12,2009,North,Social Media,Stationery,Standard,1.30,0.65,0.32,39,869,0.02,3.48,1.00,14,128.2,118.51
14361,05/26/2010,5,2010,North,TV,General,Premium,15.00,1.25,0.40,78,6156,0.05,0.8,-0.37,14,901.89,105.72
14362,11/30/2011,11,2011,North,Email,Seasonal,Premium,3.40,0.85,0.00,294,10458,0.11,3.63,0.37,0,4077.82,176.99
14363,9/29/2010,9,2010,North,Email,Seasonal,Standard,8.25,1.65,0.26,329,10927,0.06,1.37,-1.00,21,198.3,129.31
14364,8/10/2010,8,2010,North,Social Media,General,Standard,20.28,1.69,0.21,234,5344,0.08,6.22,-1.37,30,0,111.02
14365,11/23/2010,11,2010,North,TV,General,Standard,6.75,6.75,0.11,77,2656,0.10,2.92,0.37,60,210.53,97.54
14366,5/27/2011,5,2011,North,Social Media,General,Standard,15.00,1.25,0.19,490,16128,0.06,4.8,-0.37,0,550.59,167.69
14367,1/14/2010,1,2010,North,TV,Seasonal,Premium,27.00,6.75,0.13,219,6377,0.20,7.23,1.37,0,103.74,102.47
14368,4/17/2011,4,2011,North,Social Media,General,Premium,17.70,2.95,0.00,325,17759,0.08,7.29,0.37,0,168.8,134.90
14369,10/27/2010,10,2010,North,Social Media,General,Standard,1433.27,1.25,0.06,141,5949,0.03,4.15,-0.37,21,776.1,169.50
14370,1/11/2010,1,2010,North,Search,General,Premium,1.65,1.65,0.60,31,456,0.10,0.65,1.37,28,11798.38,124.61
14371,9/22/2011,9,2011,North,Social Media,General,Premium,9.36,0.39,0.60,172,1770,0.01,3.55,-1.00,14,82120.46,185.15
14372,11/19/2010,11,2010,North,TV,General,Standard,11.90,0.85,0.06,87,1090,0.06,2.64,0.37,28,0,148.06
14373,12/16/2010,12,2010,North,Email,General,Premium,2.55,131.70,0.17,49,951,0.03,4.22,1.00,30,19637.23,72.24
14374,10/13/2011,10,2011,North,Affiliate,General,Premium,19.80,1.65,0.02,405,5525,0.07,4.62,-0.37,0,3078.06,131.91
14375,9/1/2010,9,2010,North,Social Media,General,Premium,1.25,1.25,0.23,23,496,0.01,6.6,-1.00,28,0,63.60
14376,12/2/2010,12,2010,North,Email,Stationery,Premium,10.20,0.85,0.16,0,1144,0.13,1.83,1.00,7,4259.16,215.62
14377,10/1/2010,10,2010,North,Social Media,Stationery,Standard,1.25,1.25,0.00,107,1074,0.17,3.18,-0.37,0,922.93,167.69
14378,4/26/2010,4,2010,North,Social Media,General,Premium,8.50,8.5,0.32,335,5948,0.00,1.9,0.37,30,13544.72,112.67
14379,8/8/2010,8,2010,North,Search,Storage,Premium,1.10,0.55,0.30,543,10706,0.05,2.23,-1.37,90,247.95,237.44
14380,10/29/2010,10,2010,North,Search,General,Premium,15.90,7.95,0.17,293,5600,0.13,4.23,-0.37,60,1987.33,124.24
14381,11/7/2010,11,2010,North,Affiliate,Storage,Budget,14.85,4.95,0.17,334,8886,0.12,4.11,0.37,28,60.85,111.48
14382,9/7/2011,9,2011,North,Affiliate,Seasonal,Premium,10.20,0.85,0.21,232,6979,0.00,4.54,-1.00,90,231259.91,142.46
14383,6/7/2011,6,2011,North,Social Media,Storage,Premium,16.50,1.65,0.33,401,12178,0.02,3.53,-1.00,30,7318.94,112.95
14384,10/11/2010,10,2010,North,Search,Seasonal,Premium,102.00,2.55,0.47,896,12792,0.02,6.69,-0.37,0,3817.77,113.28
14385,5/31/2011,5,2011,North,Influencer,General,Premium,302.40,2.1,0.21,51,593,0.04,4.99,-0.37,60,11764.85,122.27
14386,11/17/2010,11,2010,North,Affiliate,Storage,Premium,23.40,1.95,0.29,294,6012,0.03,1.61,0.37,28,6942.47,145.46
14387,6/23/2011,6,2011,North,Influencer,General,Premium,11.55,1.65,0.12,204,3466,0.04,3.81,-1.00,28,2102.86,136.95
14388,11/17/2010,11,2010,North,Social Media,General,Standard,2.55,0.85,0.26,445,6856,0.01,6.5,0.37,90,168.88,179.94
14389,5/8/2011,5,2011,North,Social Media,Seasonal,Premium,0.00,1.25,0.26,391,4944,0.04,1.8,-0.37,21,886.2,170.26
14390,12/5/2010,12,2010,North,Influencer,General,Premium,3.75,3.75,0.20,410,7061,0.05,3.32,1.00,90,5279.01,148.24
14391,11/8/2011,11,2011,North,Social Media,Storage,Premium,1.65,1.65,0.20,233,4687,0.11,3.67,0.37,14,11224.71,175.69
14392,3/18/2011,3,2011,North,Search,General,Premium,14.85,4.95,0.13,1137,54027,0.01,0,1.00,28,634.2,120.28
14393,3/19/2010,3,2010,North,TV,General,Premium,14.98,7.49,0.14,224,3585,0.06,6.01,1.00,60,582.18,90.38
14394,5/14/2010,5,2010,North,TV,General,Premium,15.90,7.95,0.53,103,2453,0.20,3.72,-0.37,14,1097.06,99.43
14395,10/18/2011,10,2011,North,Search,Kitchen,Premium,8.50,8.5,0.27,440,9241,0.03,7.28,-0.37,14,997.81,54.97
14396,5/4/2011,5,2011,North,Email,Storage,Premium,2.08,2.08,0.02,326,17437,0.13,6.5,-0.37,28,6945.97,141.79
14397,5/6/2010,5,2010,North,Influencer,Kitchen,Premium,6.60,0.55,0.22,322,9296,0.02,3.72,-0.37,21,1354.97,240.08
14398,6/19/2011,6,2011,North,Social Media,Storage,Premium,13.20,1.65,0.14,333,5850,0.01,4.37,-1.00,14,6438.19,106.74
14399,9/21/2010,9,2010,North,Affiliate,General,Premium,51.84,0.36,0.39,114,3654,0.05,1.84,-1.00,30,2959.08,178.81
14400,4/17/2011,4,2011,North,Social Media,General,Premium,30.60,0.85,0.10,157,5182,0.03,3.93,0.37,60,4155.12,193.20
14401,11/14/2011,11,2011,North,Email,Storage,Standard,2.95,2.95,0.05,147,1923,0.01,0.25,0.37,7,754.3,113.07
14402,2/10/2010,2,2010,North,TV,General,Budget,17.00,4.25,0.28,158,6693,0.06,6.72,1.37,7,95.15,63.66
14403,6/6/2010,6,2010,North,Email,Storage,Standard,0.55,0.55,0.18,1115,9413,0.09,5.61,-1.00,21,303.36,248.40
14404,10/17/2011,10,2011,North,TV,Storage,Premium,2.46,2.46,0.43,168,7076,0.04,6.46,-0.37,7,19188.12,66.64
14405,4/28/2010,4,2010,North,Email,Stationery,Premium,20.40,2.55,0.30,241,5314,0.06,2.26,0.37,21,996.51,125.98
14406,5/20/2010,5,2010,North,Email,Storage,Premium,4.25,4.25,0.16,113,4596,0.06,5.54,-0.37,7,793.21,74.94
14407,11/1/2011,11,2011,North,Influencer,General,Premium,29.90,14.95,0.21,30,408,0.00,3.16,0.37,30,1580.91,95.63
14408,7/5/2010,7,2010,North,Email,Seasonal,Standard,15.00,1.25,0.25,303,4630,0.03,6.03,-0.37,60,1354.93,135.61
14409,12/16/2009,12,2009,North,Influencer,General,Premium,17.00,4.25,0.15,158,2689,0.00,3.75,1.00,60,520.29,139.15
14410,7/8/2011,7,2011,North,Email,Storage,Premium,4.20,2.1,0.32,189,2100,0.00,4.33,-1.37,7,9309.7,59.42
14411,8/18/2011,8,2011,North,Search,Kitchen,Premium,15.30,2.55,0.32,98,2530,0.04,5.96,-1.37,90,692.1,53.33
14412,5/10/2010,5,2010,North,Search,Seasonal,Premium,3.30,1.65,0.24,75,4029,0.10,3.45,-0.37,90,0,132.98
14413,3/7/2011,3,2011,North,Social Media,Lighting,Premium,23.00,5.75,0.11,304,6986,0.06,3.55,1.00,7,879.09,119.25
14414,7/19/2010,7,2010,North,Email,General,Premium,15.60,1.95,0.01,526,21601,0.05,4.16,-1.37,0,6294.22,113.60
14415,12/5/2009,12,2009,North,Social Media,General,Premium,0.00,6.75,0.25,525,33328,0.02,1.24,1.00,21,146.35,130.51
14416,05/19/2011,5,2011,North,Influencer,General,Premium,12.64,0.79,0.18,61,1956,0.06,3.09,-0.37,14,706.45,166.10
14417,5/10/2011,5,2011,North,Affiliate,General,Premium,19.90,9.95,0.27,197,1672,0.08,7.73,-0.37,60,3359.18,86.89
14418,6/3/2010,6,2010,North,Social Media,Storage,Premium,59.70,9.95,0.17,346,8242,0.04,4.59,-1.00,90,756.11,75.15
14419,6/16/2010,6,2010,North,Influencer,General,Premium,3.75,3.75,0.05,106,845,0.01,4.47,-1.00,21,3567.5,86.57
14420,11/7/2011,11,2011,North,Email,General,Premium,15.30,2.55,0.18,56,941,0.00,6.15,0.37,7,13047.62,86.00
14421,12/3/2010,12,2010,North,TV,General,Premium,2.55,2.55,0.11,24,603,0.05,5.01,1.00,30,1384.42,56.64
14422,4/15/2010,4,2010,North,Social Media,Storage,Standard,17.70,2.95,0.38,1490,18650,0.09,1.31,0.37,14,737.79,179.35
14423,10/1/2010,10,2010,North,Search,General,Premium,17.85,5.95,0.08,200,2854,0.02,1.95,-0.37,28,15059.99,103.24
14424,2/16/2010,2,2010,North,Social Media,Kitchen,Premium,15.00,1.25,0.03,184,2294,0.08,2.47,1.37,14,210.46,171.22
14425,12/5/2010,12,2010,North,Affiliate,Seasonal,Premium,0.00,1.65,0.37,886,5904,0.02,0,1.00,28,583.83,132.32
14426,12/3/2010,12,2010,North,Search,General,Premium,2.55,2.55,0.39,398,6963,0.06,2.63,1.00,21,325.93,113.86
